,Start Date,End Date,D,T,Energy,Energy_lag1,T_Out
355,2/25/2016 9:10,2/25/2016 12:00,4,356,4370,1500,3.758333333
356,2/25/2016 12:10,2/25/2016 15:00,5,357,4510,4370,5.577777778
357,2/25/2016 15:10,2/25/2016 18:00,6,358,1830,4510,4.713888889
358,2/25/2016 18:10,2/25/2016 21:00,7,359,3040,1830,2.741666667
359,2/25/2016 21:10,2/25/2016 23:50,8,360,1060,3040,2.076470588
360,2/26/2016 0:00,2/26/2016 3:00,1,361,800,1060,1.768421053
361,2/26/2016 3:10,2/26/2016 6:00,2,362,790,800,1.069444444
362,2/26/2016 6:10,2/26/2016 9:00,3,363,1590,790,1.097222222
363,2/26/2016 9:10,2/26/2016 12:00,4,364,2960,1590,3.222222222
364,2/26/2016 12:10,2/26/2016 15:00,5,365,3220,2960,5.433333333
365,2/26/2016 15:10,2/26/2016 18:00,6,366,940,3220,5.341666667
366,2/26/2016 18:10,2/26/2016 21:00,7,367,2230,940,3.852777778
367,2/26/2016 21:10,2/26/2016 23:50,8,368,1020,2230,2.902941176
368,2/27/2016 0:00,2/27/2016 3:00,1,369,820,1020,2.015789474
369,2/27/2016 3:10,2/27/2016 6:00,2,370,780,820,1.258333333
370,2/27/2016 6:10,2/27/2016 9:00,3,371,930,780,0.597222222
371,2/27/2016 9:10,2/27/2016 12:00,4,372,2470,930,3.652777778
372,2/27/2016 12:10,2/27/2016 15:00,5,373,2740,2470,5.891666667
373,2/27/2016 15:10,2/27/2016 18:00,6,374,1140,2740,5.869444444
374,2/27/2016 18:10,2/27/2016 21:00,7,375,1780,1140,3.380555556
375,2/27/2016 21:10,2/27/2016 23:50,8,376,1330,1780,1.805882353
376,2/28/2016 0:00,2/28/2016 3:00,1,377,930,1330,0.768421053
377,2/28/2016 3:10,2/28/2016 6:00,2,378,860,930,0.083333333
378,2/28/2016 6:10,2/28/2016 9:00,3,379,930,860,-0.130555556
379,2/28/2016 9:10,2/28/2016 12:00,4,380,1040,930,2.605555556
380,2/28/2016 12:10,2/28/2016 15:00,5,381,890,1040,5.477777778
381,2/28/2016 15:10,2/28/2016 18:00,6,382,860,890,5.552777778
382,2/28/2016 18:10,2/28/2016 21:00,7,383,1130,860,3.844444444
383,2/28/2016 21:10,2/28/2016 23:50,8,384,1060,1130,2.229411765
384,2/29/2016 0:00,2/29/2016 3:00,1,385,960,1060,1.4
385,2/29/2016 3:10,2/29/2016 6:00,2,386,800,960,0.238888889
386,2/29/2016 6:10,2/29/2016 9:00,3,387,2000,800,0.036111111
387,2/29/2016 9:10,2/29/2016 12:00,4,388,4000,2000,3.019444444
388,2/29/2016 12:10,2/29/2016 15:00,5,389,5780,4000,5.411111111
389,2/29/2016 15:10,2/29/2016 18:00,6,390,4770,5780,5.722222222
390,2/29/2016 18:10,2/29/2016 21:00,7,391,3090,4770,1.991666667
391,2/29/2016 21:10,2/29/2016 23:50,8,392,1230,3090,-0.711764706
392,3/1/2016 0:00,3/1/2016 3:00,1,393,970,1230,-2.007894737
393,3/1/2016 3:10,3/1/2016 6:00,2,394,740,970,-2.627777778
394,3/1/2016 6:10,3/1/2016 9:00,3,395,1170,740,-0.363888889
395,3/1/2016 9:10,3/1/2016 12:00,4,396,1310,1170,2.469444444
396,3/1/2016 12:10,3/1/2016 15:00,5,397,1580,1310,3.755555556
397,3/1/2016 15:10,3/1/2016 18:00,6,398,890,1580,4.827777778
398,3/1/2016 18:10,3/1/2016 21:00,7,399,2710,890,6.330555556
399,3/1/2016 21:10,3/1/2016 23:50,8,400,1050,2710,7.779411765
400,3/2/2016 0:00,3/2/2016 3:00,1,401,830,1050,8.239473684
401,3/2/2016 3:10,3/2/2016 6:00,2,402,800,830,7.541666667
402,3/2/2016 6:10,3/2/2016 9:00,3,403,1690,800,6.422222222
403,3/2/2016 9:10,3/2/2016 12:00,4,404,2310,1690,6.375
404,3/2/2016 12:10,3/2/2016 15:00,5,405,1270,2310,7.997222222
405,3/2/2016 15:10,3/2/2016 18:00,6,406,2020,1270,5.433333333
406,3/2/2016 18:10,3/2/2016 21:00,7,407,3280,2020,2.805555556
407,3/2/2016 21:10,3/2/2016 23:50,8,408,1160,3280,2.352941176
408,3/3/2016 0:00,3/3/2016 3:00,1,409,840,1160,2.25
409,3/3/2016 3:10,3/3/2016 6:00,2,410,800,840,3.305555556
410,3/3/2016 6:10,3/3/2016 9:00,3,411,970,800,3.497222222
411,3/3/2016 9:10,3/3/2016 12:00,4,412,1560,970,4.044444444
412,3/3/2016 12:10,3/3/2016 15:00,5,413,2990,1560,6.566666667
413,3/3/2016 15:10,3/3/2016 18:00,6,414,2000,2990,7.188888889
414,3/3/2016 18:10,3/3/2016 21:00,7,415,1700,2000,3.472222222
415,3/3/2016 21:10,3/3/2016 23:50,8,416,950,1700,1.782352941
416,3/4/2016 0:00,3/4/2016 3:00,1,417,910,950,3.581578947
417,3/4/2016 3:10,3/4/2016 6:00,2,418,790,910,3.963888889
418,3/4/2016 6:10,3/4/2016 9:00,3,419,800,790,3.903571429
419,3/4/2016 9:10,3/4/2016 12:00,4,420,780,800,4.289285714
420,3/4/2016 12:10,3/4/2016 15:00,5,421,2980,780,5.059920635
421,3/4/2016 15:10,3/4/2016 18:00,6,422,3760,2980,6.847222222
422,3/4/2016 18:10,3/4/2016 21:00,7,423,2360,3760,3.361111111
423,3/4/2016 21:10,3/4/2016 23:50,8,424,1350,2360,1.470588235
424,3/5/2016 0:00,3/5/2016 3:00,1,425,850,1350,0.489473684
425,3/5/2016 3:10,3/5/2016 6:00,2,426,770,850,0.297222222
426,3/5/2016 6:10,3/5/2016 9:00,3,427,800,770,1.233333333
427,3/5/2016 9:10,3/5/2016 12:00,4,428,1140,800,2.908333333
428,3/5/2016 12:10,3/5/2016 15:00,5,429,2430,1140,5.088888889
429,3/5/2016 15:10,3/5/2016 18:00,6,430,3630,2430,6.213888889
430,3/5/2016 18:10,3/5/2016 21:00,7,431,2280,3630,2.761111111
431,3/5/2016 21:10,3/5/2016 23:50,8,432,1260,2280,3.158823529
432,3/6/2016 0:00,3/6/2016 3:00,1,433,800,1260,3.355263158
433,3/6/2016 3:10,3/6/2016 6:00,2,434,790,800,2.902777778
434,3/6/2016 6:10,3/6/2016 9:00,3,435,760,790,2.813888889
435,3/6/2016 9:10,3/6/2016 12:00,4,436,1140,760,2.930555556
436,3/6/2016 12:10,3/6/2016 15:00,5,437,1380,1140,4.258333333
437,3/6/2016 15:10,3/6/2016 18:00,6,438,1800,1380,2.830555556
438,3/6/2016 18:10,3/6/2016 21:00,7,439,4570,1800,2.130555556
439,3/6/2016 21:10,3/6/2016 23:50,8,440,1680,4570,0.726470588
440,3/7/2016 0:00,3/7/2016 3:00,1,441,820,1680,0.236842105
441,3/7/2016 3:10,3/7/2016 6:00,2,442,730,820,0.136111111
442,3/7/2016 6:10,3/7/2016 9:00,3,443,1420,730,0.336111111
443,3/7/2016 9:10,3/7/2016 12:00,4,444,6340,1420,1.919444444
444,3/7/2016 12:10,3/7/2016 15:00,5,445,4560,6340,4.127777778
445,3/7/2016 15:10,3/7/2016 18:00,6,446,2800,4560,3.377777778
446,3/7/2016 18:10,3/7/2016 21:00,7,447,2580,2800,2.016666667
447,3/7/2016 21:10,3/7/2016 23:50,8,448,1290,2580,0.802941176
448,3/8/2016 0:00,3/8/2016 3:00,1,449,1070,1290,0.578947368
449,3/8/2016 3:10,3/8/2016 6:00,2,450,800,1070,-0.163888889
450,3/8/2016 6:10,3/8/2016 9:00,3,451,880,800,-0.227777778
451,3/8/2016 9:10,3/8/2016 12:00,4,452,830,880,3.175
452,3/8/2016 12:10,3/8/2016 15:00,5,453,1810,830,6.391666667
453,3/8/2016 15:10,3/8/2016 18:00,6,454,920,1810,6.638888889
454,3/8/2016 18:10,3/8/2016 21:00,7,455,3390,920,5.241666667
455,3/8/2016 21:10,3/8/2016 23:50,8,456,1070,3390,4.605882353
456,3/9/2016 0:00,3/9/2016 3:00,1,457,850,1070,4.444736842
457,3/9/2016 3:10,3/9/2016 6:00,2,458,780,850,3.855555556
458,3/9/2016 6:10,3/9/2016 9:00,3,459,1910,780,4.036111111
459,3/9/2016 9:10,3/9/2016 12:00,4,460,2070,1910,5.488888889
460,3/9/2016 12:10,3/9/2016 15:00,5,461,1300,2070,6.830555556
461,3/9/2016 15:10,3/9/2016 18:00,6,462,1890,1300,6.511111111
462,3/9/2016 18:10,3/9/2016 21:00,7,463,2470,1890,5.641666667
463,3/9/2016 21:10,3/9/2016 23:50,8,464,1230,2470,4.632352941
464,3/10/2016 0:00,3/10/2016 3:00,1,465,1010,1230,2.323684211
465,3/10/2016 3:10,3/10/2016 6:00,2,466,780,1010,0.5
466,3/10/2016 6:10,3/10/2016 9:00,3,467,820,780,0.047222222
467,3/10/2016 9:10,3/10/2016 12:00,4,468,1600,820,5.483333333
468,3/10/2016 12:10,3/10/2016 15:00,5,469,1170,1600,9.405555556
469,3/10/2016 15:10,3/10/2016 18:00,6,470,2990,1170,9.716666667
470,3/10/2016 18:10,3/10/2016 21:00,7,471,3910,2990,6.411111111
471,3/10/2016 21:10,3/10/2016 23:50,8,472,1100,3910,3.238235294
472,3/11/2016 0:00,3/11/2016 3:00,1,473,880,1100,1.276315789
473,3/11/2016 3:10,3/11/2016 6:00,2,474,840,880,-0.119444444
474,3/11/2016 6:10,3/11/2016 9:00,3,475,1910,840,-0.261111111
475,3/11/2016 9:10,3/11/2016 12:00,4,476,1460,1910,4.205555556
476,3/11/2016 12:10,3/11/2016 15:00,5,477,910,1460,8.727777778
477,3/11/2016 15:10,3/11/2016 18:00,6,478,890,910,9.269444444
478,3/11/2016 18:10,3/11/2016 21:00,7,479,2280,890,6.919444444
479,3/11/2016 21:10,3/11/2016 23:50,8,480,1060,2280,5.014705882
480,3/12/2016 0:00,3/12/2016 3:00,1,481,830,1060,3.65
481,3/12/2016 3:10,3/12/2016 6:00,2,482,800,830,0.986111111
482,3/12/2016 6:10,3/12/2016 9:00,3,483,900,800,-0.108333333
483,3/12/2016 9:10,3/12/2016 12:00,4,484,1680,900,4.458333333
484,3/12/2016 12:10,3/12/2016 15:00,5,485,2750,1680,8.616666667
485,3/12/2016 15:10,3/12/2016 18:00,6,486,1430,2750,9.555555556
486,3/12/2016 18:10,3/12/2016 21:00,7,487,3930,1430,6
487,3/12/2016 21:10,3/12/2016 23:50,8,488,1880,3930,3.047058824
488,3/13/2016 0:00,3/13/2016 3:00,1,489,950,1880,0.873684211
489,3/13/2016 3:10,3/13/2016 6:00,2,490,920,950,-0.713888889
490,3/13/2016 6:10,3/13/2016 9:00,3,491,1000,920,-0.611111111
491,3/13/2016 9:10,3/13/2016 12:00,4,492,1660,1000,3.605555556
492,3/13/2016 12:10,3/13/2016 15:00,5,493,1100,1660,8.263888889
493,3/13/2016 15:10,3/13/2016 18:00,6,494,1140,1100,9.402777778
494,3/13/2016 18:10,3/13/2016 21:00,7,495,2030,1140,6.347222222
495,3/13/2016 21:10,3/13/2016 23:50,8,496,980,2030,4.317647059
496,3/14/2016 0:00,3/14/2016 3:00,1,497,810,980,1.823684211
497,3/14/2016 3:10,3/14/2016 6:00,2,498,790,810,0.205555556
498,3/14/2016 6:10,3/14/2016 9:00,3,499,2050,790,0.166666667
499,3/14/2016 9:10,3/14/2016 12:00,4,500,5050,2050,2.694444444
500,3/14/2016 12:10,3/14/2016 15:00,5,501,5010,5050,5.261111111
501,3/14/2016 15:10,3/14/2016 18:00,6,502,5530,5010,7.491666667
502,3/14/2016 18:10,3/14/2016 21:00,7,503,3000,5530,4.741666667
503,3/14/2016 21:10,3/14/2016 23:50,8,504,1380,3000,2.511764706
504,3/15/2016 0:00,3/15/2016 3:00,1,505,870,1380,0.610526316
505,3/15/2016 3:10,3/15/2016 6:00,2,506,810,870,-0.855555556
506,3/15/2016 6:10,3/15/2016 9:00,3,507,1680,810,-0.588888889
507,3/15/2016 9:10,3/15/2016 12:00,4,508,1090,1680,4.488888889
508,3/15/2016 12:10,3/15/2016 15:00,5,509,1510,1090,9.677777778
509,3/15/2016 15:10,3/15/2016 18:00,6,510,2090,1510,9.497222222
510,3/15/2016 18:10,3/15/2016 21:00,7,511,4690,2090,6.6
511,3/15/2016 21:10,3/15/2016 23:50,8,512,1270,4690,5.405882353
512,3/16/2016 0:00,3/16/2016 3:00,1,513,1050,1270,4.589473684
513,3/16/2016 3:10,3/16/2016 6:00,2,514,800,1050,3.658333333
514,3/16/2016 6:10,3/16/2016 9:00,3,515,2000,800,2.619444444
515,3/16/2016 9:10,3/16/2016 12:00,4,516,4010,2000,5.875
516,3/16/2016 12:10,3/16/2016 15:00,5,517,4160,4010,7.525
517,3/16/2016 15:10,3/16/2016 18:00,6,518,4970,4160,7.861111111
518,3/16/2016 18:10,3/16/2016 21:00,7,519,4780,4970,5.947222222
519,3/16/2016 21:10,3/16/2016 23:50,8,520,1040,4780,3.832352941
520,3/17/2016 0:00,3/17/2016 3:00,1,521,900,1040,1.492105263
521,3/17/2016 3:10,3/17/2016 6:00,2,522,850,900,0.294444444
522,3/17/2016 6:10,3/17/2016 9:00,3,523,1730,850,0.275
523,3/17/2016 9:10,3/17/2016 12:00,4,524,1910,1730,5.955555556
524,3/17/2016 12:10,3/17/2016 15:00,5,525,1040,1910,9.463888889
525,3/17/2016 15:10,3/17/2016 18:00,6,526,1550,1040,10.02222222
526,3/17/2016 18:10,3/17/2016 21:00,7,527,3290,1550,6.308333333
527,3/17/2016 21:10,3/17/2016 23:50,8,528,1240,3290,3.052941176
528,3/18/2016 0:00,3/18/2016 3:00,1,529,900,1240,1.668421053
529,3/18/2016 3:10,3/18/2016 6:00,2,530,810,900,0.680555556
530,3/18/2016 6:10,3/18/2016 9:00,3,531,940,810,2.033333333
531,3/18/2016 9:10,3/18/2016 12:00,4,532,960,940,2.852777778
532,3/18/2016 12:10,3/18/2016 15:00,5,533,1070,960,6.061111111
533,3/18/2016 15:10,3/18/2016 18:00,6,534,1150,1070,6.872222222
534,3/18/2016 18:10,3/18/2016 21:00,7,535,2180,1150,5.572222222
535,3/18/2016 21:10,3/18/2016 23:50,8,536,1010,2180,5.058823529
536,3/19/2016 0:00,3/19/2016 3:00,1,537,920,1010,5.018421053
537,3/19/2016 3:10,3/19/2016 6:00,2,538,830,920,4.661111111
538,3/19/2016 6:10,3/19/2016 9:00,3,539,1340,830,4.897222222
539,3/19/2016 9:10,3/19/2016 12:00,4,540,4530,1340,5.455555556
540,3/19/2016 12:10,3/19/2016 15:00,5,541,3680,4530,6.402777778
541,3/19/2016 15:10,3/19/2016 18:00,6,542,1650,3680,6.958333333
542,3/19/2016 18:10,3/19/2016 21:00,7,543,2240,1650,6.338888889
543,3/19/2016 21:10,3/19/2016 23:50,8,544,1180,2240,5.429411765
544,3/20/2016 0:00,3/20/2016 3:00,1,545,1010,1180,5.194736842
545,3/20/2016 3:10,3/20/2016 6:00,2,546,1000,1010,4.941666667
546,3/20/2016 6:10,3/20/2016 9:00,3,547,1230,1000,4.925
547,3/20/2016 9:10,3/20/2016 12:00,4,548,3790,1230,5.636111111
548,3/20/2016 12:10,3/20/2016 15:00,5,549,2400,3790,6.566666667
549,3/20/2016 15:10,3/20/2016 18:00,6,550,2310,2400,7.802777778
550,3/20/2016 18:10,3/20/2016 21:00,7,551,3130,2310,6.325
551,3/20/2016 21:10,3/20/2016 23:50,8,552,1280,3130,5.7
552,3/21/2016 0:00,3/21/2016 3:00,1,553,1040,1280,4.865789474
553,3/21/2016 3:10,3/21/2016 6:00,2,554,930,1040,4.652777778
554,3/21/2016 6:10,3/21/2016 9:00,3,555,2110,930,5.702777778
555,3/21/2016 9:10,3/21/2016 12:00,4,556,1040,2110,7.75
556,3/21/2016 12:10,3/21/2016 15:00,5,557,940,1040,9.152777778
557,3/21/2016 15:10,3/21/2016 18:00,6,558,950,940,9.311111111
558,3/21/2016 18:10,3/21/2016 21:00,7,559,2950,950,7.675
559,3/21/2016 21:10,3/21/2016 23:50,8,560,1240,2950,6.788235294
560,3/22/2016 0:00,3/22/2016 3:00,1,561,960,1240,5.468421053
561,3/22/2016 3:10,3/22/2016 6:00,2,562,900,960,3.108333333
562,3/22/2016 6:10,3/22/2016 9:00,3,563,930,900,2.305555556
563,3/22/2016 9:10,3/22/2016 12:00,4,564,840,930,8.644444444
564,3/22/2016 12:10,3/22/2016 15:00,5,565,900,840,11.55833333
565,3/22/2016 15:10,3/22/2016 18:00,6,566,1020,900,11.00833333
566,3/22/2016 18:10,3/22/2016 21:00,7,567,3380,1020,7.672222222
567,3/22/2016 21:10,3/22/2016 23:50,8,568,1310,3380,5.532352941
568,3/23/2016 0:00,3/23/2016 3:00,1,569,920,1310,5.463157895
569,3/23/2016 3:10,3/23/2016 6:00,2,570,930,920,5.138888889
570,3/23/2016 6:10,3/23/2016 9:00,3,571,2550,930,5.7
571,3/23/2016 9:10,3/23/2016 12:00,4,572,1320,2550,7.819444444
572,3/23/2016 12:10,3/23/2016 15:00,5,573,1270,1320,8.888888889
573,3/23/2016 15:10,3/23/2016 18:00,6,574,1760,1270,8.633333333
574,3/23/2016 18:10,3/23/2016 21:00,7,575,2410,1760,7.966666667
575,3/23/2016 21:10,3/23/2016 23:50,8,576,1090,2410,6.508823529
576,3/24/2016 0:00,3/24/2016 3:00,1,577,980,1090,5.889473684
577,3/24/2016 3:10,3/24/2016 6:00,2,578,840,980,5.3
578,3/24/2016 6:10,3/24/2016 9:00,3,579,950,840,5.994444444
579,3/24/2016 9:10,3/24/2016 12:00,4,580,1000,950,7.508333333
580,3/24/2016 12:10,3/24/2016 15:00,5,581,890,1000,9.241666667
581,3/24/2016 15:10,3/24/2016 18:00,6,582,1650,890,9.138888889
582,3/24/2016 18:10,3/24/2016 21:00,7,583,2640,1650,7.702777778
583,3/24/2016 21:10,3/24/2016 23:50,8,584,1150,2640,6.514705882
584,3/25/2016 0:00,3/25/2016 3:00,1,585,950,1150,6.263157895
585,3/25/2016 3:10,3/25/2016 6:00,2,586,920,950,6.166666667
586,3/25/2016 6:10,3/25/2016 9:00,3,587,1740,920,6.277777778
587,3/25/2016 9:10,3/25/2016 12:00,4,588,5440,1740,7.408333333
588,3/25/2016 12:10,3/25/2016 15:00,5,589,5480,5440,9.522222222
589,3/25/2016 15:10,3/25/2016 18:00,6,590,5620,5480,10.19722222
590,3/25/2016 18:10,3/25/2016 21:00,7,591,4570,5620,7.605555556
591,3/25/2016 21:10,3/25/2016 23:50,8,592,1260,4570,2.941176471
592,3/26/2016 0:00,3/26/2016 3:00,1,593,1010,1260,3.128947368
593,3/26/2016 3:10,3/26/2016 6:00,2,594,900,1010,3.341666667
594,3/26/2016 6:10,3/26/2016 9:00,3,595,1060,900,5.336111111
595,3/26/2016 9:10,3/26/2016 12:00,4,596,3730,1060,9.213888889
596,3/26/2016 12:10,3/26/2016 15:00,5,597,2080,3730,13.15555556
597,3/26/2016 15:10,3/26/2016 18:00,6,598,1620,2080,13.39166667
598,3/26/2016 18:10,3/26/2016 21:00,7,599,3060,1620,13.36944444
599,3/26/2016 21:10,3/26/2016 23:50,8,600,2230,3060,13.29411765
600,3/27/2016 0:00,3/27/2016 3:00,1,601,1070,2230,8.771052632
601,3/27/2016 3:10,3/27/2016 6:00,2,602,1070,1070,6.930555556
602,3/27/2016 6:10,3/27/2016 9:00,3,603,1000,1070,6.327777778
603,3/27/2016 9:10,3/27/2016 12:00,4,604,1540,1000,7.822222222
604,3/27/2016 12:10,3/27/2016 15:00,5,605,1210,1540,11.44722222
605,3/27/2016 15:10,3/27/2016 18:00,6,606,1410,1210,12.38611111
606,3/27/2016 18:10,3/27/2016 21:00,7,607,1910,1410,9.658333333
607,3/27/2016 21:10,3/27/2016 23:50,8,608,1310,1910,8.394117647
608,3/28/2016 0:00,3/28/2016 3:00,1,609,1140,1310,8.763157895
609,3/28/2016 3:10,3/28/2016 6:00,2,610,1060,1140,8.327777778
610,3/28/2016 6:10,3/28/2016 9:00,3,611,1150,1060,8.361111111
611,3/28/2016 9:10,3/28/2016 12:00,4,612,2670,1150,9.030555556
612,3/28/2016 12:10,3/28/2016 15:00,5,613,3630,2670,10.59444444
613,3/28/2016 15:10,3/28/2016 18:00,6,614,4140,3630,10.24444444
614,3/28/2016 18:10,3/28/2016 21:00,7,615,3520,4140,8.966666667
615,3/28/2016 21:10,3/28/2016 23:50,8,616,1020,3520,7.052941176
616,3/29/2016 0:00,3/29/2016 3:00,1,617,1110,1020,5.965789474
617,3/29/2016 3:10,3/29/2016 6:00,2,618,1030,1110,5.697222222
618,3/29/2016 6:10,3/29/2016 9:00,3,619,1130,1030,5.327777778
619,3/29/2016 9:10,3/29/2016 12:00,4,620,1370,1130,7.944444444
620,3/29/2016 12:10,3/29/2016 15:00,5,621,1960,1370,10.1
621,3/29/2016 15:10,3/29/2016 18:00,6,622,3130,1960,11.35
622,3/29/2016 18:10,3/29/2016 21:00,7,623,2210,3130,10.725
623,3/29/2016 21:10,3/29/2016 23:50,8,624,1230,2210,9.547058824
624,3/30/2016 0:00,3/30/2016 3:00,1,625,1150,1230,9.586842105
625,3/30/2016 3:10,3/30/2016 6:00,2,626,1010,1150,8.8
626,3/30/2016 6:10,3/30/2016 9:00,3,627,1250,1010,7.636111111
627,3/30/2016 9:10,3/30/2016 12:00,4,628,1780,1250,8.783333333
628,3/30/2016 12:10,3/30/2016 15:00,5,629,1660,1780,10.26111111
629,3/30/2016 15:10,3/30/2016 18:00,6,630,1430,1660,10.97222222
630,3/30/2016 18:10,3/30/2016 21:00,7,631,3350,1430,9.411111111
631,3/30/2016 21:10,3/30/2016 23:50,8,632,1000,3350,6.979411765
632,3/31/2016 0:00,3/31/2016 3:00,1,633,910,1000,6.236842105
633,3/31/2016 3:10,3/31/2016 6:00,2,634,910,910,6.013888889
634,3/31/2016 6:10,3/31/2016 9:00,3,635,1080,910,5.986111111
635,3/31/2016 9:10,3/31/2016 12:00,4,636,1540,1080,7.15
636,3/31/2016 12:10,3/31/2016 15:00,5,637,1850,1540,7.638888889
637,3/31/2016 15:10,3/31/2016 18:00,6,638,2380,1850,8.244444444
638,3/31/2016 18:10,3/31/2016 21:00,7,639,1860,2380,7.802777778
639,3/31/2016 21:10,3/31/2016 23:50,8,640,870,1860,6.332352941
640,4/1/2016 0:00,4/1/2016 3:00,1,641,930,870,6.015789474
641,4/1/2016 3:10,4/1/2016 6:00,2,642,870,930,3.738888889
642,4/1/2016 6:10,4/1/2016 9:00,3,643,1350,870,2.463888889
643,4/1/2016 9:10,4/1/2016 12:00,4,644,2060,1350,6.011111111
644,4/1/2016 12:10,4/1/2016 15:00,5,645,860,2060,10.11388889
645,4/1/2016 15:10,4/1/2016 18:00,6,646,830,860,10.68888889
646,4/1/2016 18:10,4/1/2016 21:00,7,647,820,830,9.652777778
647,4/1/2016 21:10,4/1/2016 23:50,8,648,860,820,8.602941176
648,4/2/2016 0:00,4/2/2016 3:00,1,649,910,860,7.95
649,4/2/2016 3:10,4/2/2016 6:00,2,650,840,910,6.977777778
650,4/2/2016 6:10,4/2/2016 9:00,3,651,840,840,6.830555556
651,4/2/2016 9:10,4/2/2016 12:00,4,652,830,840,7.963888889
652,4/2/2016 12:10,4/2/2016 15:00,5,653,950,830,9.633333333
653,4/2/2016 15:10,4/2/2016 18:00,6,654,1060,950,11.275
654,4/2/2016 18:10,4/2/2016 21:00,7,655,970,1060,12.00277778
655,4/2/2016 21:10,4/2/2016 23:50,8,656,900,970,12.27647059
656,4/3/2016 0:00,4/3/2016 3:00,1,657,1040,900,13.39736842
657,4/3/2016 3:10,4/3/2016 6:00,2,658,960,1040,11.98888889
658,4/3/2016 6:10,4/3/2016 9:00,3,659,970,960,11.97777778
659,4/3/2016 9:10,4/3/2016 12:00,4,660,1050,970,14.82777778
660,4/3/2016 12:10,4/3/2016 15:00,5,661,1380,1050,18.39444444
661,4/3/2016 15:10,4/3/2016 18:00,6,662,1660,1380,18.9
662,4/3/2016 18:10,4/3/2016 21:00,7,663,1990,1660,17.28611111
663,4/3/2016 21:10,4/3/2016 23:50,8,664,1290,1990,15.86470588
664,4/4/2016 0:00,4/4/2016 3:00,1,665,1030,1290,14.12631579
665,4/4/2016 3:10,4/4/2016 6:00,2,666,1030,1030,12.15277778
666,4/4/2016 6:10,4/4/2016 9:00,3,667,1900,1030,10.98888889
667,4/4/2016 9:10,4/4/2016 12:00,4,668,6070,1900,11.06944444
668,4/4/2016 12:10,4/4/2016 15:00,5,669,6680,6070,14.36388889
669,4/4/2016 15:10,4/4/2016 18:00,6,670,7330,6680,14.41666667
670,4/4/2016 18:10,4/4/2016 21:00,7,671,1990,7330,12.31666667
671,4/4/2016 21:10,4/4/2016 23:50,8,672,1120,1990,9.876470588
672,4/5/2016 0:00,4/5/2016 3:00,1,673,1100,1120,9.502631579
673,4/5/2016 3:10,4/5/2016 6:00,2,674,1060,1100,10.16388889
674,4/5/2016 6:10,4/5/2016 9:00,3,675,3520,1060,9.647222222
675,4/5/2016 9:10,4/5/2016 12:00,4,676,2230,3520,10.71944444
676,4/5/2016 12:10,4/5/2016 15:00,5,677,4370,2230,11.74166667
677,4/5/2016 15:10,4/5/2016 18:00,6,678,5490,4370,13.51111111
678,4/5/2016 18:10,4/5/2016 21:00,7,679,3590,5490,12.03611111
679,4/5/2016 21:10,4/5/2016 23:50,8,680,940,3590,8.520588235
680,4/6/2016 0:00,4/6/2016 3:00,1,681,990,940,6.931578947
681,4/6/2016 3:10,4/6/2016 6:00,2,682,920,990,6.502777778
682,4/6/2016 6:10,4/6/2016 9:00,3,683,1600,920,7.344444444
683,4/6/2016 9:10,4/6/2016 12:00,4,684,1340,1600,9.477777778
684,4/6/2016 12:10,4/6/2016 15:00,5,685,1930,1340,10.56111111
685,4/6/2016 15:10,4/6/2016 18:00,6,686,2290,1930,10.79444444
686,4/6/2016 18:10,4/6/2016 21:00,7,687,2670,2290,9.347222222
687,4/6/2016 21:10,4/6/2016 23:50,8,688,870,2670,7.920588235
688,4/7/2016 0:00,4/7/2016 3:00,1,689,1020,870,6.168421053
689,4/7/2016 3:10,4/7/2016 6:00,2,690,880,1020,4.847222222
690,4/7/2016 6:10,4/7/2016 9:00,3,691,2050,880,4.286111111
691,4/7/2016 9:10,4/7/2016 12:00,4,692,1440,2050,7.472222222
692,4/7/2016 12:10,4/7/2016 15:00,5,693,850,1440,10.01944444
693,4/7/2016 15:10,4/7/2016 18:00,6,694,890,850,10.28888889
694,4/7/2016 18:10,4/7/2016 21:00,7,695,1810,890,9.161111111
695,4/7/2016 21:10,4/7/2016 23:50,8,696,970,1810,7.232352941
696,4/8/2016 0:00,4/8/2016 3:00,1,697,1030,970,5.963157895
697,4/8/2016 3:10,4/8/2016 6:00,2,698,880,1030,5.683333333
698,4/8/2016 6:10,4/8/2016 9:00,3,699,1520,880,5.169444444
699,4/8/2016 9:10,4/8/2016 12:00,4,700,2810,1520,8.308333333
700,4/8/2016 12:10,4/8/2016 15:00,5,701,2480,2810,10.15277778
701,4/8/2016 15:10,4/8/2016 18:00,6,702,7420,2480,10.99722222
702,4/8/2016 18:10,4/8/2016 21:00,7,703,2400,7420,9.480555556
703,4/8/2016 21:10,4/8/2016 23:50,8,704,820,2400,8.023529412
704,4/9/2016 0:00,4/9/2016 3:00,1,705,970,820,6.615789474
705,4/9/2016 3:10,4/9/2016 6:00,2,706,920,970,4.055555556
706,4/9/2016 6:10,4/9/2016 9:00,3,707,1490,920,4.563888889
707,4/9/2016 9:10,4/9/2016 12:00,4,708,1800,1490,9.686111111
708,4/9/2016 12:10,4/9/2016 15:00,5,709,2430,1800,12.58333333
709,4/9/2016 15:10,4/9/2016 18:00,6,710,3650,2430,13.83888889
