Start Date,D,T,Energy,Energy_lag1,T_Out
3/18/2016 12:10,5,533,1070,960,6.061111111
3/18/2016 15:10,6,534,1150,1070,6.872222222
3/18/2016 18:10,7,535,2180,1150,5.572222222
3/18/2016 21:10,8,536,1010,2180,5.058823529
3/19/2016 0:00,1,537,920,1010,5.018421053
3/19/2016 3:10,2,538,830,920,4.661111111
3/19/2016 6:10,3,539,1340,830,4.897222222
3/19/2016 9:10,4,540,4530,1340,5.455555556
3/19/2016 12:10,5,541,3680,4530,6.402777778
3/19/2016 15:10,6,542,1650,3680,6.958333333
3/19/2016 18:10,7,543,2240,1650,6.338888889
3/19/2016 21:10,8,544,1180,2240,5.429411765
3/20/2016 0:00,1,545,1010,1180,5.194736842
3/20/2016 3:10,2,546,1000,1010,4.941666667
3/20/2016 6:10,3,547,1230,1000,4.925
3/20/2016 9:10,4,548,3790,1230,5.636111111
3/20/2016 12:10,5,549,2400,3790,6.566666667
3/20/2016 15:10,6,550,2310,2400,7.802777778
3/20/2016 18:10,7,551,3130,2310,6.325
3/20/2016 21:10,8,552,1280,3130,5.7
3/21/2016 0:00,1,553,1040,1280,4.865789474
3/21/2016 3:10,2,554,930,1040,4.652777778
3/21/2016 6:10,3,555,2110,930,5.702777778
3/21/2016 9:10,4,556,1040,2110,7.75
3/21/2016 12:10,5,557,940,1040,9.152777778
3/21/2016 15:10,6,558,950,940,9.311111111
3/21/2016 18:10,7,559,2950,950,7.675
3/21/2016 21:10,8,560,1240,2950,6.788235294
3/22/2016 0:00,1,561,960,1240,5.468421053
3/22/2016 3:10,2,562,900,960,3.108333333
3/22/2016 6:10,3,563,930,900,2.305555556
3/22/2016 9:10,4,564,840,930,8.644444444
3/22/2016 12:10,5,565,900,840,11.55833333
3/22/2016 15:10,6,566,1020,900,11.00833333
3/22/2016 18:10,7,567,3380,1020,7.672222222
3/22/2016 21:10,8,568,1310,3380,5.532352941
3/23/2016 0:00,1,569,920,1310,5.463157895
3/23/2016 3:10,2,570,930,920,5.138888889
3/23/2016 6:10,3,571,2550,930,5.7
3/23/2016 9:10,4,572,1320,2550,7.819444444
3/23/2016 12:10,5,573,1270,1320,8.888888889
3/23/2016 15:10,6,574,1760,1270,8.633333333
3/23/2016 18:10,7,575,2410,1760,7.966666667
3/23/2016 21:10,8,576,1090,2410,6.508823529
3/24/2016 0:00,1,577,980,1090,5.889473684
3/24/2016 3:10,2,578,840,980,5.3
3/24/2016 6:10,3,579,950,840,5.994444444
3/24/2016 9:10,4,580,1000,950,7.508333333
3/24/2016 12:10,5,581,890,1000,9.241666667
3/24/2016 15:10,6,582,1650,890,9.138888889
3/24/2016 18:10,7,583,2640,1650,7.702777778
3/24/2016 21:10,8,584,1150,2640,6.514705882
3/25/2016 0:00,1,585,950,1150,6.263157895
3/25/2016 3:10,2,586,920,950,6.166666667
3/25/2016 6:10,3,587,1740,920,6.277777778
3/25/2016 9:10,4,588,5440,1740,7.408333333
3/25/2016 12:10,5,589,5480,5440,9.522222222
3/25/2016 15:10,6,590,5620,5480,10.19722222
3/25/2016 18:10,7,591,4570,5620,7.605555556
3/25/2016 21:10,8,592,1260,4570,2.941176471
3/26/2016 0:00,1,593,1010,1260,3.128947368
3/26/2016 3:10,2,594,900,1010,3.341666667
3/26/2016 6:10,3,595,1060,900,5.336111111
3/26/2016 9:10,4,596,3730,1060,9.213888889
3/26/2016 12:10,5,597,2080,3730,13.15555556
3/26/2016 15:10,6,598,1620,2080,13.39166667
3/26/2016 18:10,7,599,3060,1620,13.36944444
3/26/2016 21:10,8,600,2230,3060,13.29411765
3/27/2016 0:00,1,601,1070,2230,8.771052632
3/27/2016 3:10,2,602,1070,1070,6.930555556
3/27/2016 6:10,3,603,1000,1070,6.327777778
3/27/2016 9:10,4,604,1540,1000,7.822222222
3/27/2016 12:10,5,605,1210,1540,11.44722222
3/27/2016 15:10,6,606,1410,1210,12.38611111
3/27/2016 18:10,7,607,1910,1410,9.658333333
3/27/2016 21:10,8,608,1310,1910,8.394117647
3/28/2016 0:00,1,609,1140,1310,8.763157895
3/28/2016 3:10,2,610,1060,1140,8.327777778
3/28/2016 6:10,3,611,1150,1060,8.361111111
3/28/2016 9:10,4,612,2670,1150,9.030555556
3/28/2016 12:10,5,613,3630,2670,10.59444444
3/28/2016 15:10,6,614,4140,3630,10.24444444
3/28/2016 18:10,7,615,3520,4140,8.966666667
3/28/2016 21:10,8,616,1020,3520,7.052941176
3/29/2016 0:00,1,617,1110,1020,5.965789474
3/29/2016 3:10,2,618,1030,1110,5.697222222
3/29/2016 6:10,3,619,1130,1030,5.327777778
3/29/2016 9:10,4,620,1370,1130,7.944444444
3/29/2016 12:10,5,621,1960,1370,10.1
3/29/2016 15:10,6,622,3130,1960,11.35
3/29/2016 18:10,7,623,2210,3130,10.725
3/29/2016 21:10,8,624,1230,2210,9.547058824
3/30/2016 0:00,1,625,1150,1230,9.586842105
3/30/2016 3:10,2,626,1010,1150,8.8
3/30/2016 6:10,3,627,1250,1010,7.636111111
3/30/2016 9:10,4,628,1780,1250,8.783333333
3/30/2016 12:10,5,629,1660,1780,10.26111111
3/30/2016 15:10,6,630,1430,1660,10.97222222
3/30/2016 18:10,7,631,3350,1430,9.411111111
3/30/2016 21:10,8,632,1000,3350,6.979411765
3/31/2016 0:00,1,633,910,1000,6.236842105
3/31/2016 3:10,2,634,910,910,6.013888889
3/31/2016 6:10,3,635,1080,910,5.986111111
3/31/2016 9:10,4,636,1540,1080,7.15
3/31/2016 12:10,5,637,1850,1540,7.638888889
3/31/2016 15:10,6,638,2380,1850,8.244444444
3/31/2016 18:10,7,639,1860,2380,7.802777778
3/31/2016 21:10,8,640,870,1860,6.332352941
4/1/2016 0:00,1,641,930,870,6.015789474
4/1/2016 3:10,2,642,870,930,3.738888889
4/1/2016 6:10,3,643,1350,870,2.463888889
4/1/2016 9:10,4,644,2060,1350,6.011111111
4/1/2016 12:10,5,645,860,2060,10.11388889
4/1/2016 15:10,6,646,830,860,10.68888889
4/1/2016 18:10,7,647,820,830,9.652777778
4/1/2016 21:10,8,648,860,820,8.602941176
4/2/2016 0:00,1,649,910,860,7.95
4/2/2016 3:10,2,650,840,910,6.977777778
4/2/2016 6:10,3,651,840,840,6.830555556
4/2/2016 9:10,4,652,830,840,7.963888889
4/2/2016 12:10,5,653,950,830,9.633333333
4/2/2016 15:10,6,654,1060,950,11.275
4/2/2016 18:10,7,655,970,1060,12.00277778
4/2/2016 21:10,8,656,900,970,12.27647059
4/3/2016 0:00,1,657,1040,900,13.39736842
4/3/2016 3:10,2,658,960,1040,11.98888889
4/3/2016 6:10,3,659,970,960,11.97777778
4/3/2016 9:10,4,660,1050,970,14.82777778
4/3/2016 12:10,5,661,1380,1050,18.39444444
4/3/2016 15:10,6,662,1660,1380,18.9
4/3/2016 18:10,7,663,1990,1660,17.28611111
4/3/2016 21:10,8,664,1290,1990,15.86470588
4/4/2016 0:00,1,665,1030,1290,14.12631579
4/4/2016 3:10,2,666,1030,1030,12.15277778
4/4/2016 6:10,3,667,1900,1030,10.98888889
4/4/2016 9:10,4,668,6070,1900,11.06944444
4/4/2016 12:10,5,669,6680,6070,14.36388889
4/4/2016 15:10,6,670,7330,6680,14.41666667
4/4/2016 18:10,7,671,1990,7330,12.31666667
4/4/2016 21:10,8,672,1120,1990,9.876470588
4/5/2016 0:00,1,673,1100,1120,9.502631579
4/5/2016 3:10,2,674,1060,1100,10.16388889
4/5/2016 6:10,3,675,3520,1060,9.647222222
4/5/2016 9:10,4,676,2230,3520,10.71944444
4/5/2016 12:10,5,677,4370,2230,11.74166667
4/5/2016 15:10,6,678,5490,4370,13.51111111
4/5/2016 18:10,7,679,3590,5490,12.03611111
4/5/2016 21:10,8,680,940,3590,8.520588235
4/6/2016 0:00,1,681,990,940,6.931578947
4/6/2016 3:10,2,682,920,990,6.502777778
4/6/2016 6:10,3,683,1600,920,7.344444444
4/6/2016 9:10,4,684,1340,1600,9.477777778
4/6/2016 12:10,5,685,1930,1340,10.56111111
4/6/2016 15:10,6,686,2290,1930,10.79444444
4/6/2016 18:10,7,687,2670,2290,9.347222222
4/6/2016 21:10,8,688,870,2670,7.920588235
4/7/2016 0:00,1,689,1020,870,6.168421053
4/7/2016 3:10,2,690,880,1020,4.847222222
4/7/2016 6:10,3,691,2050,880,4.286111111
4/7/2016 9:10,4,692,1440,2050,7.472222222
4/7/2016 12:10,5,693,850,1440,10.01944444
4/7/2016 15:10,6,694,890,850,10.28888889
4/7/2016 18:10,7,695,1810,890,9.161111111
4/7/2016 21:10,8,696,970,1810,7.232352941
4/8/2016 0:00,1,697,1030,970,5.963157895
4/8/2016 3:10,2,698,880,1030,5.683333333
4/8/2016 6:10,3,699,1520,880,5.169444444
4/8/2016 9:10,4,700,2810,1520,8.308333333
4/8/2016 12:10,5,701,2480,2810,10.15277778
4/8/2016 15:10,6,702,7420,2480,10.99722222
4/8/2016 18:10,7,703,2400,7420,9.480555556
4/8/2016 21:10,8,704,820,2400,8.023529412
4/9/2016 0:00,1,705,970,820,6.615789474
4/9/2016 3:10,2,706,920,970,4.055555556
4/9/2016 6:10,3,707,1490,920,4.563888889
4/9/2016 9:10,4,708,1800,1490,9.686111111
4/9/2016 12:10,5,709,2430,1800,12.58333333
4/9/2016 15:10,6,710,3650,2430,13.83888889
4/9/2016 18:10,7,711,2880,3650,12.05833333
4/9/2016 21:10,8,712,1010,2880,8.364705882
4/10/2016 0:00,1,713,1000,1010,6.531578947
4/10/2016 3:10,2,714,880,1000,4.897222222
4/10/2016 6:10,3,715,1470,880,3.144444444
4/10/2016 9:10,4,716,1870,1470,8.722222222
4/10/2016 12:10,5,717,1040,1870,12.34444444
4/10/2016 15:10,6,718,1220,1040,14.43611111
4/10/2016 18:10,7,719,2200,1220,13.84722222
4/10/2016 21:10,8,720,1000,2200,11.09705882
4/11/2016 0:00,1,721,1000,1000,10.11315789
4/11/2016 3:10,2,722,1070,1000,8.983333333
4/11/2016 6:10,3,723,870,1070,10.55
4/11/2016 9:10,4,724,1450,870,14.76944444
4/11/2016 12:10,5,725,1410,1450,16.96388889
4/11/2016 15:10,6,726,2390,1410,15.24444444
4/11/2016 18:10,7,727,1980,2390,14.31388889
4/11/2016 21:10,8,728,1040,1980,12.29117647
4/12/2016 0:00,1,729,1000,1040,8.8
4/12/2016 3:10,2,730,960,1000,6.780555556
4/12/2016 6:10,3,731,1180,960,8.236111111
4/12/2016 9:10,4,732,980,1180,12.71111111
4/12/2016 12:10,5,733,1090,980,14.61111111
4/12/2016 15:10,6,734,3510,1090,13.14722222
4/12/2016 18:10,7,735,5990,3510,12.00555556
4/12/2016 21:10,8,736,1190,5990,8.9
4/13/2016 0:00,1,737,1010,1190,7.610526316
4/13/2016 3:10,2,738,1670,1010,6.155555556
4/13/2016 6:10,3,739,1580,1670,5.683333333
4/13/2016 9:10,4,740,1120,1580,9.252777778
4/13/2016 12:10,5,741,1370,1120,10.29166667
4/13/2016 15:10,6,742,2600,1370,10.1
4/13/2016 18:10,7,743,3390,2600,10.34166667
4/13/2016 21:10,8,744,830,3390,6.161764706
4/14/2016 0:00,1,745,1020,830,3.257894737
4/14/2016 3:10,2,746,940,1020,1.591666667
4/14/2016 6:10,3,747,1360,940,2.319444444
4/14/2016 9:10,4,748,1340,1360,9.775
4/14/2016 12:10,5,749,1140,1340,14.97777778
4/14/2016 15:10,6,750,2820,1140,16.11388889
4/14/2016 18:10,7,751,2820,2820,14.38333333
4/14/2016 21:10,8,752,910,2820,12.68529412
4/15/2016 0:00,1,753,1000,910,9.602631579
4/15/2016 3:10,2,754,990,1000,9.558333333
4/15/2016 6:10,3,755,6110,990,9.666666667
4/15/2016 9:10,4,756,4140,6110,10.90555556
4/15/2016 12:10,5,757,1250,4140,13.575
4/15/2016 15:10,6,758,1480,1250,15.19259259
4/15/2016 18:10,7,759,2600,1480,13.61851852
4/15/2016 21:10,8,760,1350,2600,11.35294118
4/16/2016 0:00,1,761,1010,1350,10.40526316
4/16/2016 3:10,2,762,950,1010,9.444444444
4/16/2016 6:10,3,763,1510,950,9.063888889
4/16/2016 9:10,4,764,4210,1510,10.16944444
4/16/2016 12:10,5,765,3510,4210,10.42777778
4/16/2016 15:10,6,766,5020,3510,9.336111111
4/16/2016 18:10,7,767,1930,5020,8.252777778
4/16/2016 21:10,8,768,1180,1930,5.305882353
4/17/2016 0:00,1,769,990,1180,3.392105263
4/17/2016 3:10,2,770,930,990,1.280555556
4/17/2016 6:10,3,771,1570,930,2.777777778
4/17/2016 9:10,4,772,4190,1570,6.922222222
4/17/2016 12:10,5,773,1510,4190,7.705555556
4/17/2016 15:10,6,774,3050,1510,9.305555556
4/17/2016 18:10,7,775,1980,3050,7.825
4/17/2016 21:10,8,776,1030,1980,4.952941176
4/18/2016 0:00,1,777,1120,1030,2.805263158
4/18/2016 3:10,2,778,880,1120,0.738888889
4/18/2016 6:10,3,779,950,880,2.102777778
4/18/2016 9:10,4,780,1080,950,8.580555556
4/18/2016 12:10,5,781,860,1080,11.09722222
4/18/2016 15:10,6,782,2540,860,10.91111111
4/18/2016 18:10,7,783,2090,2540,10.51111111
4/18/2016 21:10,8,784,820,2090,6.75
4/19/2016 0:00,1,785,910,820,6.684210526
4/19/2016 3:10,2,786,1310,910,5.019444444
4/19/2016 6:10,3,787,1550,1310,6.055555556
4/19/2016 9:10,4,788,850,1550,9.780555556
4/19/2016 12:10,5,789,880,850,12.41388889
4/19/2016 15:10,6,790,2230,880,12.90833333
4/19/2016 18:10,7,791,1880,2230,11.17777778
4/19/2016 21:10,8,792,820,1880,7.129411765
4/20/2016 0:00,1,793,930,820,5.018421053
4/20/2016 3:10,2,794,910,930,3.486111111
4/20/2016 6:10,3,795,1100,910,3.441666667
4/20/2016 9:10,4,796,990,1100,9.094444444
4/20/2016 12:10,5,797,1710,990,12.79444444
4/20/2016 15:10,6,798,2260,1710,15.13333333
4/20/2016 18:10,7,799,2780,2260,13.23888889
4/20/2016 21:10,8,800,930,2780,9.076470588
4/21/2016 0:00,1,801,980,930,7.323684211
4/21/2016 3:10,2,802,980,980,5.855555556
4/21/2016 6:10,3,803,930,980,5.602777778
4/21/2016 9:10,4,804,940,930,11.55277778
4/21/2016 12:10,5,805,1050,940,16.69722222
4/21/2016 15:10,6,806,2170,1050,18.54166667
4/21/2016 18:10,7,807,2850,2170,16.16944444
4/21/2016 21:10,8,808,1170,2850,13.92352941
4/22/2016 0:00,1,809,1220,1170,11.71578947
4/22/2016 3:10,2,810,1270,1220,10.025
4/22/2016 6:10,3,811,3040,1270,8.419444444
4/22/2016 9:10,4,812,5770,3040,10.49722222
4/22/2016 12:10,5,813,4140,5770,12.33888889
4/22/2016 15:10,6,814,6040,4140,13.28888889
4/22/2016 18:10,7,815,2100,6040,12.40833333
4/22/2016 21:10,8,816,990,2100,10.36470588
4/23/2016 0:00,1,817,1030,990,7.789473684
4/23/2016 3:10,2,818,950,1030,6.552777778
4/23/2016 6:10,3,819,1060,950,5.958333333
4/23/2016 9:10,4,820,4120,1060,7.594444444
4/23/2016 12:10,5,821,2400,4120,9.208333333
4/23/2016 15:10,6,822,1390,2400,8.961111111
4/23/2016 18:10,7,823,3060,1390,7.016666667
4/23/2016 21:10,8,824,1110,3060,3.535294118
4/24/2016 0:00,1,825,1010,1110,2.031578947
4/24/2016 3:10,2,826,1020,1010,2.261111111
4/24/2016 6:10,3,827,1320,1020,3.227777778
4/24/2016 9:10,4,828,2550,1320,4.769444444
4/24/2016 12:10,5,829,1130,2550,5.133333333
4/24/2016 15:10,6,830,1570,1130,6.472222222
4/24/2016 18:10,7,831,1860,1570,6.077777778
4/24/2016 21:10,8,832,1320,1860,2.802941176
4/25/2016 0:00,1,833,1250,1320,1.505263158
4/25/2016 3:10,2,834,1290,1250,1.672222222
4/25/2016 6:10,3,835,1030,1290,3.302777778
4/25/2016 9:10,4,836,1090,1030,5.613888889
4/25/2016 12:10,5,837,1100,1090,8.202777778
4/25/2016 15:10,6,838,2010,1100,7.563888889
4/25/2016 18:10,7,839,1950,2010,6.133333333
4/25/2016 21:10,8,840,1100,1950,5.029411765
4/26/2016 0:00,1,841,990,1100,2.805263158
4/26/2016 3:10,2,842,1260,990,1.511111111
4/26/2016 6:10,3,843,1480,1260,2.4
4/26/2016 9:10,4,844,880,1480,5.580555556
4/26/2016 12:10,5,845,870,880,5.038888889
4/26/2016 15:10,6,846,2400,870,5.422222222
4/26/2016 18:10,7,847,1850,2400,5.372222222
4/26/2016 21:10,8,848,930,1850,2.179411765
4/27/2016 0:00,1,849,920,930,2.692105263
4/27/2016 3:10,2,850,920,920,2.647222222
4/27/2016 6:10,3,851,1180,920,2.683333333
4/27/2016 9:10,4,852,1230,1180,5.622222222
4/27/2016 12:10,5,853,1420,1230,7.505555556
4/27/2016 15:10,6,854,2030,1420,8.111111111
4/27/2016 18:10,7,855,1970,2030,6.158333333
4/27/2016 21:10,8,856,1140,1970,2.767647059
4/28/2016 0:00,1,857,960,1140,0.460526316
4/28/2016 3:10,2,858,1260,960,-0.15
4/28/2016 6:10,3,859,1830,1260,1.416666667
4/28/2016 9:10,4,860,1190,1830,6.461111111
4/28/2016 12:10,5,861,890,1190,6.625
4/28/2016 15:10,6,862,3380,890,8.891666667
4/28/2016 18:10,7,863,3430,3380,8.830555556
4/28/2016 21:10,8,864,870,3430,3.904901961
4/29/2016 0:00,1,865,940,870,3.687719298
4/29/2016 3:10,2,866,870,940,4.794444444
4/29/2016 6:10,3,867,3320,870,6.333333333
4/29/2016 9:10,4,868,2480,3320,7.261111111
4/29/2016 12:10,5,869,3270,2480,7.908333333
4/29/2016 15:10,6,870,2210,3270,8.252777778
4/29/2016 18:10,7,871,2020,2210,8.438888889
4/29/2016 21:10,8,872,950,2020,6.908823529
4/30/2016 0:00,1,873,880,950,6.444736842
4/30/2016 3:10,2,874,960,880,5.091666667
4/30/2016 6:10,3,875,2780,960,5.272222222
4/30/2016 9:10,4,876,5140,2780,7.586111111
4/30/2016 12:10,5,877,3620,5140,9.916666667
4/30/2016 15:10,6,878,4590,3620,10.41111111
4/30/2016 18:10,7,879,1210,4590,9.163888889
4/30/2016 21:10,8,880,1040,1210,6.014705882
5/1/2016 0:00,1,881,980,1040,3.931578947
5/1/2016 3:10,2,882,890,980,2.608333333
5/1/2016 6:10,3,883,1280,890,3.747222222
5/1/2016 9:10,4,884,1400,1280,8.527777778
5/1/2016 12:10,5,885,1720,1400,11.41388889
5/1/2016 15:10,6,886,4080,1720,13.35277778
5/1/2016 18:10,7,887,2620,4080,12.46666667
5/1/2016 21:10,8,888,1120,2620,7.882352941
5/2/2016 0:00,1,889,930,1120,4.692105263
5/2/2016 3:10,2,890,1260,930,2.222222222
5/2/2016 6:10,3,891,1790,1260,4.169444444
5/2/2016 9:10,4,892,970,1790,12.075
5/2/2016 12:10,5,893,1490,970,15.8
5/2/2016 15:10,6,894,2790,1490,16.48333333
5/2/2016 18:10,7,895,2090,2790,14.44166667
5/2/2016 21:10,8,896,1010,2090,12.12058824
5/3/2016 0:00,1,897,930,1010,11.01842105
5/3/2016 3:10,2,898,940,930,8.35
5/3/2016 6:10,3,899,1010,940,7.761111111
5/3/2016 9:10,4,900,890,1010,10.48888889
5/3/2016 12:10,5,901,890,890,12.59444444
5/3/2016 15:10,6,902,2260,890,14.05555556
5/3/2016 18:10,7,903,2260,2260,12.56388889
5/3/2016 21:10,8,904,860,2260,7.620588235
5/4/2016 0:00,1,905,1010,860,4.426315789
5/4/2016 3:10,2,906,950,1010,2.383333333
5/4/2016 6:10,3,907,2120,950,4.772222222
5/4/2016 9:10,4,908,1360,2120,12.13055556
5/4/2016 12:10,5,909,1250,1360,14.95555556
5/4/2016 15:10,6,910,1630,1250,15.84166667
5/4/2016 18:10,7,911,2020,1630,14.69444444
5/4/2016 21:10,8,912,1030,2020,10.28823529
5/5/2016 0:00,1,913,950,1030,7.602631579
5/5/2016 3:10,2,914,870,950,5.616666667
5/5/2016 6:10,3,915,2450,870,7.213888889
5/5/2016 9:10,4,916,1590,2450,14.17222222
5/5/2016 12:10,5,917,1160,1590,17.63611111
5/5/2016 15:10,6,918,2320,1160,19.24166667
5/5/2016 18:10,7,919,1750,2320,18.01111111
5/5/2016 21:10,8,920,1010,1750,13.21764706
5/6/2016 0:00,1,921,960,1010,9.968421053
5/6/2016 3:10,2,922,950,960,9.141666667
5/6/2016 6:10,3,923,2530,950,10.72222222
5/6/2016 9:10,4,924,3090,2530,17.23055556
5/6/2016 12:10,5,925,2010,3090,21.11111111
5/6/2016 15:10,6,926,1580,2010,22.51944444
5/6/2016 18:10,7,927,2380,1580,21.26111111
5/6/2016 21:10,8,928,1010,2380,15.37352941
5/7/2016 0:00,1,929,1020,1010,13.39210526
5/7/2016 3:10,2,930,960,1020,12.225
5/7/2016 6:10,3,931,1980,960,14.16111111
5/7/2016 9:10,4,932,2970,1980,20.45555556
5/7/2016 12:10,5,933,1520,2970,23.76944444
5/7/2016 15:10,6,934,1640,1520,24.64444444
5/7/2016 18:10,7,935,2920,1640,22.78055556
5/7/2016 21:10,8,936,980,2920,16.92058824
5/8/2016 0:00,1,937,1050,980,12.70526316
5/8/2016 3:10,2,938,970,1050,13.08333333
5/8/2016 6:10,3,939,2040,970,15.25277778
5/8/2016 9:10,4,940,1700,2040,21.71388889
5/8/2016 12:10,5,941,1000,1700,24.68611111
5/8/2016 15:10,6,942,990,1000,25.26111111
5/8/2016 18:10,7,943,1140,990,23.99166667
5/8/2016 21:10,8,944,980,1140,18.61470588
5/9/2016 0:00,1,945,1060,980,16.04736842
5/9/2016 3:10,2,946,1060,1060,13.24166667
5/9/2016 6:10,3,947,1050,1060,13.775
5/9/2016 9:10,4,948,1100,1050,19.93888889
5/9/2016 12:10,5,949,2370,1100,22.41111111
5/9/2016 15:10,6,950,2550,2370,22.89722222
5/9/2016 18:10,7,951,1910,2550,21.21388889
5/9/2016 21:10,8,952,1150,1910,18.78529412
5/10/2016 0:00,1,953,1050,1150,16.05
5/10/2016 3:10,2,954,1070,1050,14.775
5/10/2016 6:10,3,955,1070,1070,15.36111111
5/10/2016 9:10,4,956,990,1070,16.53888889
5/10/2016 12:10,5,957,980,990,17.73611111
5/10/2016 15:10,6,958,1570,980,19.51388889
5/10/2016 18:10,7,959,1780,1570,18.41111111
5/10/2016 21:10,8,960,990,1780,15.31176471
5/11/2016 0:00,1,961,1050,990,14.94210526
5/11/2016 3:10,2,962,1300,1050,14.63333333
5/11/2016 6:10,3,963,1810,1300,14.62777778
5/11/2016 9:10,4,964,1130,1810,17.91388889
5/11/2016 12:10,5,965,1270,1130,21.29722222
5/11/2016 15:10,6,966,1490,1270,22.8
5/11/2016 18:10,7,967,1650,1490,18.51388889
5/11/2016 21:10,8,968,970,1650,15.91176471
5/12/2016 0:00,1,969,1070,970,13.80263158
5/12/2016 3:10,2,970,1010,1070,12.41111111
5/12/2016 6:10,3,971,940,1010,12.78611111
5/12/2016 9:10,4,972,950,940,16.77222222
5/12/2016 12:10,5,973,1010,950,20.26388889
5/12/2016 15:10,6,974,2420,1010,21.2
5/12/2016 18:10,7,975,1950,2420,19.14444444
5/12/2016 21:10,8,976,1050,1950,15.94411765
5/13/2016 0:00,1,977,1060,1050,14.80263158
5/13/2016 3:10,2,978,1000,1060,12.62222222
5/13/2016 6:10,3,979,4100,1000,13.51944444
5/13/2016 9:10,4,980,3200,4100,18.06944444
5/13/2016 12:10,5,981,5340,3200,21.46388889
5/13/2016 15:10,6,982,4890,5340,22.82777778
5/13/2016 18:10,7,983,3690,4890,18.76944444
5/13/2016 21:10,8,984,1000,3690,11.96470588
5/14/2016 0:00,1,985,1150,1000,9.3
5/14/2016 3:10,2,986,1060,1150,8.738888889
5/14/2016 6:10,3,987,1870,1060,8.705555556
5/14/2016 9:10,4,988,2280,1870,9.75
5/14/2016 12:10,5,989,2030,2280,11.28611111
5/14/2016 15:10,6,990,3240,2030,11.93611111
5/14/2016 18:10,7,991,1680,3240,9.916666667
5/14/2016 21:10,8,992,1030,1680,7.188235294
